organization,type,gender,name,link,,,
HKSCDA,Cat,F,水仙,https://hkscda.com/animal/id/1632,https://www.facebook.com/siuyeongHKAdopt/posts/167997374994662,https://www.instagram.com/p/CG42SLeA3Ix/,https://t.me/siuyeongHKAdopt/171
SAA,Cat,M,咕嚕,https://www.saa.org.hk/zh/ad_detail.php?id=282,https://www.facebook.com/siuyeongHKAdopt/posts/167233515071048,https://www.instagram.com/p/CG2PTQtgOkh/,https://t.me/siuyeongHKAdopt/170
HKAAC,Cat,M,嘉菲,https://www.hk-aac.org.hk/貓狗領養?product_id=1607,https://www.facebook.com/siuyeongHKAdopt/posts/166492045145195,https://www.instagram.com/p/CGz74QbAGdR/,https://t.me/siuyeongHKAdopt/169
HKHERP,Snake,N/A,蛇姬,https://www.hkherp.org.hk/product-page/日本鼠蛇-蛇姬,https://www.facebook.com/siuyeongHKAdopt/posts/166386851822381,https://www.instagram.com/p/CGzI4cJAfx5/,https://t.me/siuyeongHKAdopt/166
Hong Kong Rabit Society,Rabbit,M,Romeo,https://www.hkrabbit.org/?cat=4&rabbitID=18114,https://www.facebook.com/siuyeongHKAdopt/posts/166346441826422,https://www.instagram.com/p/CGyy6vZAqsh/,https://t.me/siuyeongHKAdopt/165
HKPAWS,Dog,M,Larry,https://www.hkpaws.org/dogs-gallery-blog/puppy4-rgzsw-wck9r-leljm-tzj4x-ekajz-p9n6m,https://www.facebook.com/siuyeongHKAdopt/posts/165993368528396,https://www.instagram.com/p/CGxDFrBp4ib/,https://t.me/siuyeongHKAdopt/162
Love Adopt Animal Society,Cat,M,Bu b,https://fb.com/laas.hkg/posts/2691962911057238,https://www.facebook.com/siuyeongHKAdopt/posts/165973445197055,https://www.instagram.com/p/CGw45UYpUga/,https://t.me/siuyeongHKAdopt/161
House of Joy & Mercy,Dog,M,拾仔,https://hk.appledaily.com/lifestyle/20200926/MKHBFPK64ZCHDF4CCUTHRGJ64M/,https://www.facebook.com/siuyeongHKAdopt/posts/165886138539119,https://www.instagram.com/p/CGwNlRipr0E/,https://t.me/siuyeongHKAdopt/160
Hong Kong Dog Rescue,Dog,M,Mountie,https://hongkongdogrescue.com/dogs/Mountie/,https://www.facebook.com/siuyeongHKAdopt/posts/165884908539242,https://www.instagram.com/p/CGwNBasJwqZ/,https://t.me/siuyeongHKAdopt/159
SPCA,Dog,M,Blue,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=493421,https://www.facebook.com/siuyeongHKAdopt/posts/165806141880452,https://www.instagram.com/p/CGv6NPDJGvP/,https://t.me/siuyeongHKAdopt/158
Paws United Charity,Dog,F,Posey,https://instagr.am/p/CGpovwljk_Y/,https://www.facebook.com/siuyeongHKAdopt/posts/165360815258318,https://www.instagram.com/p/CGuVpVlpSXw/,https://t.me/siuyeongHKAdopt/157
HKSCDA,Cat,M,Lance,https://hkscda.com/animal/id/1599,https://www.facebook.com/siuyeongHKAdopt/posts/164152665379133,https://www.instagram.com/p/CGr9t86Aj1H/,https://t.me/siuyeongHKAdopt/156
SAA,Cat,F,嘰嘰,https://www.saa.org.hk/zh/ad_detail.php?id=283,https://www.facebook.com/siuyeongHKAdopt/posts/163613632099703,https://www.instagram.com/p/CGpXEVZgVBH/,https://t.me/siuyeongHKAdopt/155
HKAAC,Cat,F,春櫻,https://www.hk-aac.org.hk/貓狗領養?product_id=1613,https://www.facebook.com/siuyeongHKAdopt/posts/163010578826675,https://www.instagram.com/p/CGm0tcSAfEd/,https://t.me/siuyeongHKAdopt/154
HKHERP,Turtle,N/A,Candy,https://www.hkherp.org.hk/product-page/密西西比泥龜-candy,https://www.facebook.com/siuyeongHKAdopt/posts/162692078858525,https://www.instagram.com/p/CGke2wggJvH/,https://t.me/siuyeongHKAdopt/153
Hong Kong Rabit Society,Rabbit,M,Mojito,https://www.hkrabbit.org/?cat=4&rabbitID=18100,https://www.facebook.com/siuyeongHKAdopt/posts/161087609018972,https://www.instagram.com/p/CGhp63sg3TY/,https://t.me/siuyeongHKAdopt/152
House of Joy & Mercy,Dog,M,勒哥,https://hk.appledaily.com/lifestyle/20201014/OWGX7F7355BENBI5AEC7FH4RNY/,https://www.facebook.com/siuyeongHKAdopt/posts/160699832391083,https://www.instagram.com/p/CGes-R1g-Rs/,https://t.me/siuyeongHKAdopt/151
Hong Kong Dog Rescue,Dog,F,Ciara,https://hongkongdogrescue.com/dogs/ciara/,https://www.facebook.com/siuyeongHKAdopt/posts/160647242396342,https://www.instagram.com/p/CGeUYavg7up/,https://t.me/siuyeongHKAdopt/150
SPCA,Dog,F,Na Na,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=462100,https://www.facebook.com/siuyeongHKAdopt/posts/160096819118051,https://www.instagram.com/p/CGbycxmASlS/,https://t.me/siuyeongHKAdopt/149
Paws United Charity,Dog,F,Portobello,https://instagr.am/p/CGXBUP9j_6i/,https://www.facebook.com/siuyeongHKAdopt/posts/159542089173524,https://www.instagram.com/p/CGZrBJEA1F4/,https://t.me/siuyeongHKAdopt/148
HKSCDA,Dog,M,猛男,https://hkscda.com/animal/id/1584,https://www.facebook.com/siuyeongHKAdopt/posts/159469799180753,https://www.instagram.com/p/CGZFHENA3GN/,https://t.me/siuyeongHKAdopt/147
SAA,Cat,M,大王,https://www.saa.org.hk/zh/ad_detail.php?id=285,https://www.facebook.com/siuyeongHKAdopt/posts/159240489203684,https://www.instagram.com/p/CGXSwuCgy4Y/,https://t.me/siuyeongHKAdopt/146
HKAAC,Cat,F,夢露,https://www.hk-aac.org.hk/貓狗領養?product_id=1608,https://www.facebook.com/siuyeongHKAdopt/posts/158641912596875,https://www.instagram.com/p/CGUrK7tActG/,https://t.me/siuyeongHKAdopt/145
HKHERP,Turtle,N/A,蛋黃,https://www.hkherp.org.hk/product-page/黃耳龜-蛋黃,https://www.facebook.com/siuyeongHKAdopt/posts/158159335978466,https://www.instagram.com/p/CGR6wWPgtmu/,https://t.me/siuyeongHKAdopt/144
Hong Kong Rabit Society,Rabbit,M,Smokey,https://www.hkrabbit.org/?cat=4&rabbitID=17133,https://www.facebook.com/siuyeongHKAdopt/posts/158039919323741,https://www.instagram.com/p/CGRNZ-tgzEJ/,https://t.me/siuyeongHKAdopt/143
House of Joy & Mercy,Dog,M,肥仔,https://hk.appledaily.com/lifestyle/20201009/L2CWQDVL4RBPBIRBR5BNL2QA3A/,https://www.facebook.com/siuyeongHKAdopt/posts/157800642681002,https://www.instagram.com/p/CGPnOkAFhq6/,https://t.me/siuyeongHKAdopt/142
Hong Kong Dog Rescue,Dog,M,Jay,https://hongkongdogrescue.com/dogs/Jay/,https://www.facebook.com/siuyeongHKAdopt/posts/157413026053097,https://www.instagram.com/p/CGM0u3HFBCM/,https://t.me/siuyeongHKAdopt/141
SPCA,鼠,M,Jerry,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=493032,https://www.facebook.com/siuyeongHKAdopt/posts/157366752724391,https://www.instagram.com/p/CGMYZN_lVLV/,https://t.me/siuyeongHKAdopt/140
Paws United Charity,Dog,F,Hattie,https://instagr.am/p/CGFPAPfDgQT/,https://www.facebook.com/siuyeongHKAdopt/posts/157113299416403,https://www.instagram.com/p/CGKb78-FDVl/,https://t.me/siuyeongHKAdopt/139
HKSCDA,Cat,F,Bowling,https://hkscda.com/animal/id/1572,https://www.facebook.com/siuyeongHKAdopt/posts/157024496091950,https://www.instagram.com/p/CGJwCesFmhy/,https://t.me/siuyeongHKAdopt/138
SAA,Cat,M,Mic Mic,https://www.saa.org.hk/zh/ad_detail.php?id=286,https://www.facebook.com/siuyeongHKAdopt/posts/156725242788542,https://www.instagram.com/p/CGH9duJlLlg/,https://t.me/siuyeongHKAdopt/137
HKAAC,Dog,F,Milk Milk,https://www.hk-aac.org.hk/貓狗領養?product_id=73,https://www.facebook.com/siuyeongHKAdopt/posts/156153209512412,https://www.instagram.com/p/CGFQNV-lx5V/,https://t.me/siuyeongHKAdopt/136
HKHERP,Turtle,M,大眼仔,https://www.hkherp.org.hk/product-page/草龜-大眼仔,https://www.facebook.com/siuyeongHKAdopt/posts/155763816218018,https://www.instagram.com/p/CGCrAncFN8d/,https://t.me/siuyeongHKAdopt/135
Hong Kong Rabit Society,Rabbit,F,Tom Yum,https://www.hkrabbit.org/?cat=4&rabbitID=17433,https://www.facebook.com/siuyeongHKAdopt/posts/155153642945702,https://www.instagram.com/p/CGAHUsHFObq/,https://t.me/siuyeongHKAdopt/133
Hong Kong Dog Rescue,Dog,M,Patch,https://hongkongdogrescue.com/dogs/Patch/,https://www.facebook.com/siuyeongHKAdopt/posts/154820726312327,https://www.instagram.com/p/CF9ily_lIMB/,https://t.me/siuyeongHKAdopt/131
SPCA,Dog,F,Kera,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=489450,https://www.facebook.com/siuyeongHKAdopt/posts/154237459703987,https://www.instagram.com/p/CF6FZiJl6b4/,https://t.me/siuyeongHKAdopt/130
Hong Kong Dog Rescue,Dog,F,Zack,https://hongkongdogrescue.com/dogs/zack/,https://www.facebook.com/siuyeongHKAdopt/posts/153957333065333,https://www.instagram.com/p/CF3_4zpFu3f/,https://t.me/siuyeongHKAdopt/129
House of Joy & Mercy,Dog,F,Be囡,https://hk.appledaily.com/lifestyle/20201002/OXVQUT7PDFA4FHEFDK3NPTI3EQ/,https://www.facebook.com/siuyeongHKAdopt/posts/153956373065429,https://www.instagram.com/p/CF3_Z1yF4Vu/,https://t.me/siuyeongHKAdopt/128
Hong Kong Abandoned Turtle's Concern Group,Turtle,M,N/A,https://fb.com/permalink.php?story_fbid=1494336230761750&id=595394130655969,https://www.facebook.com/siuyeongHKAdopt/posts/153948523066214,https://www.instagram.com/p/CF38cVBlAR3/,https://t.me/siuyeongHKAdopt/127
Paws United Charity,Cat,M,Babi Gabriel,https://instagr.am/p/CF2Asb1Dp_R/,https://www.facebook.com/siuyeongHKAdopt/posts/153901863070880,https://www.instagram.com/p/CF3iSFJF2xM/,https://t.me/siuyeongHKAdopt/126
HKSCDA,Cat,M,Bam,https://hkscda.com/animal/id/1554,https://www.facebook.com/siuyeongHKAdopt/posts/153662866428113,https://www.instagram.com/p/CF1oEdDlu7E/,https://t.me/siuyeongHKAdopt/125
SAA,Cat,M,Bubble,https://www.saa.org.hk/zh/ad_detail.php?id=174,https://www.facebook.com/siuyeongHKAdopt/posts/153558113105255,https://www.instagram.com/p/CF01TeBFVQY/,https://t.me/siuyeongHKAdopt/124
HKAAC,Dog,M,雞仔,https://www.hk-aac.org.hk/貓狗領養?product_id=1149,https://www.facebook.com/siuyeongHKAdopt/posts/153201049807628,https://www.instagram.com/p/CFyWiHQlzel/,https://t.me/siuyeongHKAdopt/123
HKHERP,Turtle,N/A,圈圈,https://www.hkherp.org.hk/product-page/安布閉殼龜-圈圈,https://www.facebook.com/siuyeongHKAdopt/posts/152996133161453,https://www.instagram.com/p/CFwqRh2lvAQ/,https://t.me/siuyeongHKAdopt/122
Hong Kong Dog Rescue,Dog,F,Pansy,https://hongkongdogrescue.com/dogs/Pansy/,https://www.facebook.com/siuyeongHKAdopt/posts/152653219862411,https://www.instagram.com/p/CFuKWs9lJfw/,https://t.me/siuyeongHKAdopt/121
Hong Kong Dog Rescue,Dog,F,Junket,https://hongkongdogrescue.com/dogs/Junket/,https://www.facebook.com/siuyeongHKAdopt/posts/152284783232588,https://www.instagram.com/p/CFrikW7FS7t/,https://t.me/siuyeongHKAdopt/120
Hong Kong Rabit Society,Rabbit,F,Tuesday,https://www.hkrabbit.org/?cat=4&rabbitID=18076,https://www.facebook.com/siuyeongHKAdopt/posts/151899266604473,https://www.instagram.com/p/CFpCDO2l0LK/,https://t.me/siuyeongHKAdopt/119
SPCA,Cat,F,Giselle,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=489517,https://www.facebook.com/siuyeongHKAdopt/posts/151780009949732,https://www.instagram.com/p/CFoGUrmlLb0/,https://t.me/siuyeongHKAdopt/118
Paws United Charity,Dog,F,Lati,https://instagr.am/p/CFhKd8IjA_l/,https://www.facebook.com/siuyeongHKAdopt/posts/151531229974610,https://www.instagram.com/p/CFmLXnJlnUl/,https://t.me/siuyeongHKAdopt/117
HKSCDA,Cat,M,醬爆,https://hkscda.com/animal/id/1539,https://www.facebook.com/siuyeongHKAdopt/posts/151502056644194,https://www.instagram.com/p/CFl31jGlHHN/,https://t.me/siuyeongHKAdopt/116
SAA,Cat,F,Fuji,https://www.saa.org.hk/zh/ad_detail.php?id=284,https://www.facebook.com/siuyeongHKAdopt/posts/151449416649458,https://www.instagram.com/p/CFldOopFYyH/,https://t.me/siuyeongHKAdopt/115
HKAAC,Cat,F,夏薇,https://www.hk-aac.org.hk/貓狗領養?product_id=1599,https://www.facebook.com/siuyeongHKAdopt/posts/151185043342562,https://www.instagram.com/p/CFjoYWUF-WQ/,https://t.me/siuyeongHKAdopt/114
HKHERP,Snake,N/A,小班,https://www.hkherp.org.hk/product-page/王錦蛇-小班,https://www.facebook.com/siuyeongHKAdopt/posts/151108700016863,https://www.instagram.com/p/CFjFBI7FUjc/,https://t.me/siuyeongHKAdopt/113
Hong Kong Rabit Society,Rabbit,F,Zaka,https://www.hkrabbit.org/?cat=4&rabbitID=17562,https://www.facebook.com/siuyeongHKAdopt/posts/150855890042144,https://www.instagram.com/p/CFhSItBlf2b/,https://t.me/siuyeongHKAdopt/112
SPCA,Dog,M,Ming仔,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=490285,https://www.facebook.com/siuyeongHKAdopt/posts/150540470073686,https://www.instagram.com/p/CFewqgwFdBj/,https://t.me/siuyeongHKAdopt/111
HKSCDA,Dog,M,Bobby,https://hkscda.com/animal/id/1396,https://www.facebook.com/siuyeongHKAdopt/posts/150147593446307,https://www.instagram.com/p/CFcHJt8F8yQ/,https://t.me/siuyeongHKAdopt/110
SPCA,Dog,M,Ollie,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=489434,https://www.facebook.com/siuyeongHKAdopt/posts/149788530148880,https://www.instagram.com/p/CFZkCrSlpxQ/,https://t.me/siuyeongHKAdopt/109
Hong Kong Dog Rescue,Dog,M,Harold,https://hongkongdogrescue.com/dogs/harley-2/,https://www.facebook.com/siuyeongHKAdopt/posts/149421823518884,https://www.instagram.com/p/CFW-UyzFXre/,https://t.me/siuyeongHKAdopt/108
SAA,Cat,F,小櫻,https://www.saa.org.hk/zh/ad_detail.php?id=248,https://www.facebook.com/siuyeongHKAdopt/posts/149281716866228,https://www.instagram.com/p/CFWASDrli7Q/,https://t.me/siuyeongHKAdopt/107
SPCA,Cat,F,Farrah,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=485500,https://www.facebook.com/siuyeongHKAdopt/posts/148946690233064,https://www.instagram.com/p/CFTeuJNlkau/,https://t.me/siuyeongHKAdopt/106
HKAAC,Cat,M,三虎,https://www.hk-aac.org.hk/貓狗領養?product_id=1596,https://www.facebook.com/siuyeongHKAdopt/posts/148575420270191,https://www.instagram.com/p/CFRMzCzFXBT/,https://t.me/siuyeongHKAdopt/105
Paws United Charity,Dog,M,Blue,https://instagr.am/p/CFMIohKDy_2/,https://www.facebook.com/siuyeongHKAdopt/posts/148246100303123,https://www.instagram.com/p/CFPOdMqlnYe/,https://t.me/siuyeongHKAdopt/104
SPCA,Hedgehog,M,Sashimi,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=490990,https://www.facebook.com/siuyeongHKAdopt/posts/147857300342003,https://www.instagram.com/p/CFMqkWgFYsC/,https://t.me/siuyeongHKAdopt/102
SPCA,Cat,F,Hiromi,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=490161,https://www.facebook.com/siuyeongHKAdopt/posts/147466700381063,https://www.instagram.com/p/CFKEotCFd-5/,https://t.me/siuyeongHKAdopt/101
HKHERP,Turtle,F,朦豬豬,https://www.hkherp.org.hk/product-page/斑龜-朦豬豬,https://www.facebook.com/siuyeongHKAdopt/posts/147064283754638,https://www.instagram.com/p/CFHg_4mlybz/,https://t.me/siuyeongHKAdopt/100
Hong Kong Dog Rescue,Dog,F,Mango,https://hongkongdogrescue.com/dogs/mango/,https://www.facebook.com/siuyeongHKAdopt/posts/146669353794131,https://www.instagram.com/p/CFEzg1rlFjU/,https://t.me/siuyeongHKAdopt/99
Hong Kong Rabit Society,Rabbit,M,Boseman,https://www.hkrabbit.org/?cat=4&rabbitID=18030,https://www.facebook.com/siuyeongHKAdopt/posts/146436780484055,https://www.instagram.com/p/CFEB67iFEfU/,https://t.me/siuyeongHKAdopt/98
HKAAC,Cat,F,春嬌,https://www.hk-aac.org.hk/貓狗領養?product_id=1592,https://www.facebook.com/siuyeongHKAdopt/posts/146116450516088,https://www.instagram.com/p/CFB30fJFgJ4/,https://t.me/siuyeongHKAdopt/97
SPCA,Cat,M,Jackson,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=207308,https://www.facebook.com/siuyeongHKAdopt/posts/145826823878384,https://www.instagram.com/p/CE_1-Tpl5Hf/,https://t.me/siuyeongHKAdopt/96
Hong Kong Dog Rescue,Dog,F,Sephora,https://hongkongdogrescue.com/dogs/flora/,https://www.facebook.com/siuyeongHKAdopt/posts/145451817249218,https://www.instagram.com/p/CE9LVEzl0hs/,https://t.me/siuyeongHKAdopt/95
HKSCDA,Dog,M,陽五,https://hk.appledaily.com/lifestyle/20200909/YBGYFGDF65FGZOWI6R4OTE2BJE/,https://www.facebook.com/siuyeongHKAdopt/posts/145076027286797,https://www.instagram.com/p/CE6prmcF9SO/,https://t.me/siuyeongHKAdopt/94
SPCA,Cat,M,喵喵,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=482867,https://www.facebook.com/siuyeongHKAdopt/posts/144674090660324,https://www.instagram.com/p/CE4FbHKlJ45/,https://t.me/siuyeongHKAdopt/93
HKHERP,Snake,N/A,Pancake,https://www.hkherp.org.hk/product-page/球蟒-pancake,https://www.facebook.com/siuyeongHKAdopt/posts/144275687366831,https://www.instagram.com/p/CE1cozNFoBh/,https://t.me/siuyeongHKAdopt/92
SAA,Dog,M,Niku,https://www.saa.org.hk/zh/ad_detail.php?id=4,https://www.facebook.com/siuyeongHKAdopt/posts/143790837415316,https://www.instagram.com/p/CEx_PiZF_3L/,https://t.me/siuyeongHKAdopt/91
House of Joy & Mercy,Dog,F,妹頭,https://hk.appledaily.com/lifestyle/20200905/7ETEI66RSVEDLE7NMWIDZ7I2SQ/,https://www.facebook.com/siuyeongHKAdopt/posts/143511877443212,https://www.instagram.com/p/CEv-V05lFl8/,https://t.me/siuyeongHKAdopt/90
HKHERP,Turtle,M,Bike,https://www.hkherp.org.hk/product-page/草龜-bike,https://www.facebook.com/siuyeongHKAdopt/posts/143130414148025,https://www.instagram.com/p/CEt27Hvl3y9/,https://t.me/siuyeongHKAdopt/89
SPCA,Dog,F,黑妹,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=463992,https://www.facebook.com/siuyeongHKAdopt/posts/142761084184958,https://www.instagram.com/p/CErRdGTlDgh/,https://t.me/siuyeongHKAdopt/88
SAA,Dog,M,Gas,https://www.saa.org.hk/zh/ad_detail.php?id=24,https://www.facebook.com/siuyeongHKAdopt/posts/142344897559910,https://www.instagram.com/p/CEomSy3lXp5/,https://t.me/siuyeongHKAdopt/87
Hong Kong Rabit Society,Rabbit,F,Casada,https://www.hkrabbit.org/?cat=4&rabbitID=17945,https://www.facebook.com/siuyeongHKAdopt/posts/141925707601829,https://www.instagram.com/p/CEmC2FzFmVC/,https://t.me/siuyeongHKAdopt/86
SPCA,Dog,F,Chibi,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=488838,https://www.facebook.com/siuyeongHKAdopt/posts/141568420970891,https://www.instagram.com/p/CEjqllaFXiS/,https://t.me/siuyeongHKAdopt/85
Paws United Charity,Dog,F,Lorelai,https://instagr.am/p/CEg63E9DmHg/,https://www.facebook.com/siuyeongHKAdopt/posts/141532597641140,https://www.instagram.com/p/CEjeOTkl3TA/,https://t.me/siuyeongHKAdopt/83
HKHERP,Turtle,N/A,Gigi,https://hk.appledaily.com/lifestyle/20200830/BJ4XVVHMFFHJ3KXSAYQGYIVNNQ/,https://www.facebook.com/siuyeongHKAdopt/posts/141046091023124,https://www.instagram.com/p/CEgFSVeleKf/,https://t.me/siuyeongHKAdopt/82
SPCA,Dog,M,細佬,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=457923,https://www.facebook.com/siuyeongHKAdopt/posts/140732214387845,https://www.instagram.com/p/CEd9OPEFGrK/,https://t.me/siuyeongHKAdopt/81
House of Joy & Mercy,Dog,M,On仔,https://hk.appledaily.com/lifestyle/20200829/LMBHFRT4XVAFPEPG3NRQRPXLLQ/,https://www.facebook.com/siuyeongHKAdopt/posts/140654157728984,https://www.instagram.com/p/CEdaoKQlbtx/,https://t.me/siuyeongHKAdopt/80
SPCA,Cat,F,Ellen,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=485459,https://www.facebook.com/siuyeongHKAdopt/posts/140289597765440,https://www.instagram.com/p/CEbJGsqF9Ju/,https://t.me/siuyeongHKAdopt/79
HKAAC,Cat,F,皇妃,https://www.hk-aac.org.hk/貓狗領養?product_id=1575,https://www.facebook.com/siuyeongHKAdopt/posts/140014654459601,https://www.instagram.com/p/CEZOPR1l4Op/,https://t.me/siuyeongHKAdopt/78
HKSCDA,Dog,F,Betty,https://hk.appledaily.com/lifestyle/20200826/DS7H6IIOQNHE7JJCNJC6YDTKZA/,https://www.facebook.com/siuyeongHKAdopt/posts/139649884496078,https://www.instagram.com/p/CEWpASVF3ec/,https://t.me/siuyeongHKAdopt/77
Hong Kong Dog Rescue,Dog,M,Jedi,https://hongkongdogrescue.com/dogs/jedi/,https://www.facebook.com/siuyeongHKAdopt/posts/139268177867582,https://www.instagram.com/p/CEUClaxl26L/,https://t.me/siuyeongHKAdopt/76
Hong Kong Rabit Society,Rabbit,M,Moffy,https://www.hkrabbit.org/?cat=4&rabbitID=17414,https://www.facebook.com/siuyeongHKAdopt/posts/138843224576744,https://www.instagram.com/p/CERfz09ladT/,https://t.me/siuyeongHKAdopt/75
HKHERP,Turtle,N/A,綿花,https://hk.appledaily.com/lifestyle/20200823/7WZMGUG3QRFLZB2V5SE7IZKF3A/,https://www.facebook.com/siuyeongHKAdopt/posts/138274467966953,https://www.instagram.com/p/CEOBCZCFuxX/,https://t.me/siuyeongHKAdopt/74
House of Joy & Mercy,Dog,M,杯仔,https://hk.appledaily.com/lifestyle/20200822/TBCOWUQGRZE4ZO3YQBVQRE7PDI/,https://www.facebook.com/siuyeongHKAdopt/posts/137869994674067,https://www.instagram.com/p/CELw-uLlRrz/,https://t.me/siuyeongHKAdopt/73
SAA,Cat,M,麥兜,https://www.saa.org.hk/zh/ad_detail.php?id=264,https://www.facebook.com/siuyeongHKAdopt/posts/137534938040906,https://www.instagram.com/p/CEJ4FDilFul/,https://t.me/siuyeongHKAdopt/72
SPCA,Dog,M,太郎,https://main.spca.org.hk/ASPNET2/Adoption/chi/homing_detail_s1_new6.aspx?number=484321,https://www.facebook.com/siuyeongHKAdopt/posts/137026478091752,https://www.instagram.com/p/CEHJXDzly9r/,https://t.me/siuyeongHKAdopt/71
HKSCDA,Cat,F,心心,https://hk.appledaily.com/lifestyle/20200819/RUZAUNJC2RHXHGMFGJBASZ4M3Q/,https://www.facebook.com/siuyeongHKAdopt/posts/136488881478845,https://www.instagram.com/p/CEEj60xFus6/,https://t.me/siuyeongHKAdopt/70
Hong Kong Dog Rescue,Dog,F,Constance,https://hongkongdogrescue.com/dogs/constance-4/,https://www.facebook.com/siuyeongHKAdopt/posts/135529004908166,https://www.instagram.com/p/CECFLyqJUvZ/,https://t.me/siuyeongHKAdopt/69
